ap,lat,lon
KFAY,34.9912222,-78.8802778
KSUX,42.4013094,-96.3844181
KCCR,37.9896567,-122.0569022
KARM,29.2542778,-96.1543889
KGKT,35.8577589,-83.5287047
KBML,44.5753611,-71.1759167
KALN,38.8899167,-90.046
KGVQ,43.03175,-78.1696667
KSLE,44.9095278,-123.0025
KGBG,40.9380005,-90.4311236
KVGC,42.8434444,-75.5611944
KPAN,34.2568364,-111.3392558
KGRD,34.2503938,-82.1578093
KAZO,42.2343889,-85.5515556
KGCK,37.9275278,-100.7244167
KLQK,34.8099722,-82.7028889
KRIF,38.7341111,-112.1015833
KHRL,26.2271111,-97.6551389
KAMW,41.9920436,-93.6218208
KLGD,45.2895479,-118.006124
KBMI,40.4771111,-88.9159167
KJEF,38.5911736,-92.1561447
KSPZ,39.4030556,-119.2511944
KVDF,28.0139872,-82.3452592
KSOW,34.2654717,-110.0056625
KOBE,27.2665833,-80.8503889
KRTN,36.7424392,-104.5017264
KMRB,39.4023568,-77.9829991
KBIS,46.7727222,-100.74575
KIYA,29.9757778,-92.0842222
KUTS,30.7468889,-95.5871667
KTRL,32.7084944,-96.2670944
KMCW,43.1578056,-93.33125
KSRC,35.2106097,-91.7375394
KAIO,41.4038333,-95.04875
KARA,30.0377583,-91.8838961
KDTO,33.2019606,-97.1990975
KBDG,37.5833333,-109.4832778
KMRC,35.5543889,-87.1791389
KMHK,39.1412222,-96.6718056
KPUW,46.7416914,-117.1116192
KIOW,41.6397778,-91.5481389
KMLU,32.5108611,-92.0376667
KAST,46.1579722,-123.8786111
KHKA,35.9404167,-89.8308056
KSPW,43.1656389,-95.2028056
KRAL,33.9518889,-117.4451111
KCMI,40.0388333,-88.2778056
KMTW,44.1287778,-87.6805833
KSIK,36.8988889,-89.56175
KGPZ,47.2092839,-93.5099447
KCMD,34.2686944,-86.8580278
KASN,33.5695042,-86.0512014
KMHE,43.7748333,-98.0386111
KASG,36.1763889,-94.11925
KOSH,43.9844911,-88.5569349
KFEP,42.2461147,-89.5819767
KANW,42.5792222,-99.9929722
KVSF,43.3437222,-72.5172778
KBAX,43.7802222,-82.9854167
KCUT,43.7336606,-103.6194983
KLWT,47.04925,-109.4666944
KAJR,34.4998517,-83.5566647
KGIC,45.9426667,-116.1230278
KPTN,29.7095464,-91.3389786
KCPK,36.6656111,-76.3206667
KJXN,42.2604431,-84.4621386
KEKM,41.7194062,-86.003219
KEXX,35.7811406,-80.3037742
KMZZ,40.4899167,-85.6797778
KCXY,40.2171389,-76.8513611
KDIK,46.7996519,-102.8026761
KBVO,36.7633611,-96.0111944
KDHN,31.3210278,-85.4494722
KONO,44.0193611,-117.0130278
KBDH,45.1170278,-95.1293333
KNQA,35.3566389,-89.8704167
KGIF,28.0629167,-81.7533056
KAFJ,40.1364722,-80.2901944
KRNT,47.4931389,-122.21575
KTPL,31.1519004,-97.4076629
KVDI,32.1927222,-82.3711667
KICR,43.3894847,-99.8412144
KTPH,38.0601944,-117.0868056
KCUB,33.9704722,-80.99525
KGDV,47.1387222,-104.8072222
KCVN,34.4265903,-103.07758
KIKV,41.6913468,-93.5663491
KEFK,44.8881786,-72.2286359
KONP,44.5803611,-124.0579167
KGCC,44.3489081,-105.5393675
KASD,30.3463333,-89.8208056
KMFE,26.1758333,-98.2386111
KFFZ,33.4608406,-111.7283253
KCCO,33.3115656,-84.7697554
KALW,46.0925417,-118.2840825
KMRF,30.3711111,-104.0175278
KMCB,31.1784444,-90.4718611
KDBQ,42.402,-90.7094722
KBYY,28.9732467,-95.8634519
KCAG,40.4952222,-107.5216667
KGCN,35.9523611,-112.1469722
KLBO,37.6483333,-92.6524444
KRGA,37.631533,-84.3324404
KGPC,39.6335278,-86.8138056
KAPN,45.0780833,-83.5603056
KBKS,27.2060556,-98.1210278
KLXY,31.6411783,-96.5144594
KRMN,38.3981111,-77.4554722
KHQZ,32.7469628,-96.5304172
KGLE,33.6521944,-97.1972778
KOCH,31.5777639,-94.7101111
KPNA,42.7973889,-109.8110278
KOSA,33.0968889,-94.96175
KJLN,37.1531683,-94.4988078
KMHL,39.0955,-93.2028056
KLCK,39.8137778,-82.9278056
KCXW,35.0198889,-92.5551111
KLVM,45.6994167,-110.4480278
KPWG,31.4849167,-97.3165278
KJZP,34.4534722,-84.4572222
KVIH,38.1274167,-91.7695
KMIE,40.2424722,-85.39575
KSPF,44.4810556,-103.786
KWDR,33.9826897,-83.6672167
KTTA,35.5824394,-79.1013378
KPIH,42.9097925,-112.5959189
KLHX,38.05,-103.50975
KMOD,37.6258247,-120.95443
KGBD,38.34425,-98.8591944
KRZT,39.4404167,-83.0230556
KPIR,44.3826944,-100.2859722
KDNL,33.4665833,-82.0393889
KIDP,37.1579263,-95.7789503
KSFZ,41.92075,-71.4914167
KAVO,27.5912999,-81.5289668
KHSA,30.3678056,-89.4546111
KPTS,37.4500556,-94.7312222
KDKB,41.9338342,-88.7056864
KDUA,33.9396975,-96.3950575
KCTY,29.6355278,-83.10475
KRIW,43.06425,-108.4598333
KMJD,30.4874722,-89.6511944
KLFK,31.2340278,-94.75
KSGT,34.5994785,-91.5750003
KEUF,31.9513056,-85.1289167
KMKL,35.5998889,-88.9156111
KFYG,38.5875833,-90.9938056
KVUJ,35.4166939,-80.1507911
KEET,33.1777778,-86.7832222
KCWF,30.2105833,-93.1431944
KCDH,33.6228056,-92.7633889
KIKK,41.0713889,-87.8462778
KMMH,37.6240556,-118.83875
KCRS,32.0280556,-96.4005833
KBPK,36.3689425,-92.4705197
KBTL,42.3064728,-85.2500889
KAXH,29.5061389,-95.4769167
KZZV,39.9444461,-81.8920942
KGPH,39.3325078,-94.3096481
KALM,32.8394167,-105.9911389
KHYS,38.8422222,-99.2731667
KCKM,34.2997222,-90.5123056
KPSC,46.2646817,-119.1190239
KCHD,33.2691111,-111.8111111
KDRT,29.3742069,-100.9271569
KSBO,32.6091389,-82.3699444
KMGR,31.0855794,-83.8028092
KESF,31.3949025,-92.2957719
KARG,36.1246667,-90.9251111
KLBT,34.6098056,-79.0595556
KGEU,33.5269167,-112.2951389
KHEZ,31.6136611,-91.2973356
KVCT,28.8525458,-96.9184887
KRNM,33.0391667,-116.91525
KALO,42.5570833,-92.4003333
KUNO,36.8784231,-91.9026744
KCTJ,33.6316964,-85.1522641
KILE,31.0858333,-97.6865
KGYH,34.7583056,-82.3764167
KGWO,33.4933089,-90.0866774
KDHT,36.0224722,-102.5473889
KESC,45.722675,-87.0937167
KCTZ,34.9749389,-78.3656292
KGLW,37.0317778,-85.95375
KGCY,36.1957222,-82.8113611
KCFJ,39.9746389,-86.9210833
KDLS,45.6193552,-121.1682757
KPNC,36.7319167,-97.0997778
KJYR,40.8964164,-97.6240724
KGDJ,32.4444167,-97.8169444
KMOR,36.1793889,-83.3754444
KGWB,41.3071667,-85.0643611
KBFD,41.8029543,-78.639966
KGLS,29.2653333,-94.8604167
KCDN,34.2835833,-80.5648611
KCIC,39.7953889,-121.8584167
KRPH,33.1107222,-98.5547778
KSRB,36.0567378,-85.5301061
KDQH,31.4767385,-82.8605664
KTDF,36.2846111,-78.9846389
KMCX,40.7101939,-86.7667939
KIPL,32.8342222,-115.57875
KCJR,38.5254722,-77.8596389
KGDA,37.3362722,-88.109725
KPMU,34.3635,-89.8928889
KRDD,40.5089722,-122.2933889
KROW,33.2998697,-104.5293976
KOWD,42.1905278,-71.1729444
KTOA,33.8033829,-118.3396076
KLGC,33.0091503,-85.0732036
KCFV,37.094,-95.572
KGKJ,41.6265278,-80.2147222
KMAI,30.8382214,-85.1822236
KMGJ,41.5118117,-74.2635392
KBFA,45.1658415,-84.9241139
KMYV,39.0977778,-121.5698333
KCIU,46.2507511,-84.4723847
KJHW,42.1533939,-79.2580231
KAEG,35.1449094,-106.7951739
KOFK,41.9854603,-97.4351136
KMYF,32.8157222,-117.1395556
KTZR,39.9011667,-83.1369167
KORK,34.8331389,-92.2541389
KBMC,41.5543056,-112.06225
KBLV,38.5451667,-89.8351944
KVEL,40.4360778,-109.5114225
KDTL,46.8251389,-95.8855
KPSK,37.1373453,-80.6784817
KFKL,41.3774167,-79.8606389
KJNX,35.5409381,-78.3903256
KDZJ,34.8544311,-83.99732
KSIY,41.7814444,-122.4681111
KHWD,37.6589285,-122.1217372
KSZT,48.2995278,-116.5601389
KOEO,45.3093431,-92.6901228
KTOP,39.068823,-95.6223759
KFST,30.91525,-102.9127778
KCOT,28.4557222,-99.2172222
KLWS,46.3744981,-117.0153958
KSMN,45.1232778,-113.8814444
KVTN,42.8566944,-100.5489722
KANJ,46.4792222,-84.3683889
KHFD,41.7367222,-72.6494444
KTNU,41.67443,-93.0217283
KMPO,41.1376944,-75.3800556
KRBG,43.2393362,-123.3558491
KHSP,37.9514444,-79.8338944
KADG,41.8676739,-84.0773058
KSUE,44.8436667,-87.4215278
KSEE,32.8262222,-116.9724444
KVBT,36.3453353,-94.2195033
KCNO,33.9747793,-117.6364828
KPKV,28.6533056,-96.6827222
KMAE,36.9886003,-120.1124497
KGFK,47.9472778,-97.1737778
KSIF,36.4372222,-79.851
KBJJ,40.8748333,-81.88825
KFYJ,37.5213611,-76.76275
KYKN,42.9166944,-97.3859444
KHTS,38.3685078,-82.5603602
KOJC,38.8476019,-94.7375858
KMAC,32.8217644,-83.5619349
KOTM,41.1071813,-92.4470727
KCMX,47.1684164,-88.4890686
KFFL,41.0557198,-91.9808218
KLBX,29.1086389,-95.4620833
KDCU,34.6540556,-86.9453611
KMVC,31.4580556,-87.3510278
KSEG,40.8212347,-76.8641722
KPTV,36.0295833,-119.0627222
KORG,30.0684516,-93.8040202
KMNE,32.6460278,-93.2980833
KPBX,37.5618114,-82.566432
KFZY,43.3507778,-76.3880556
KSNY,41.0997608,-102.9849931
KSTJ,39.7719444,-94.9097056
KDWU,38.5544608,-82.7376619
KFLP,36.2908889,-92.59025
KHJO,36.3167222,-119.6276667
KMSS,44.9362411,-74.8451197
KMIW,42.11275,-92.9177778
KMDZ,45.1013185,-90.3001744
KOSX,33.09025,-89.5420278
KSTF,33.4331111,-88.8486111
KAID,40.1086111,-85.613
KSPS,33.9888028,-98.4919028
KBEC,37.6939167,-97.2149167
KHQM,46.9711944,-123.9365556
KPBF,34.1745131,-91.9356042
KCLM,48.1201944,-123.4996944
KCSQ,41.0214444,-94.3633056
KBVU,35.9473081,-114.8610842
KWWR,36.438,-99.5226667
KSFQ,36.6828884,-76.5996232
KHSD,35.6018333,-97.7061667
KSPK,40.1450278,-111.6676944
KIKG,27.5508611,-98.0309167
KTAD,37.2592236,-104.3408614
KEMV,36.6868611,-77.48275
KRIV,33.8819433,-117.2590169
KHII,34.5711239,-114.3582769
KILN,39.4279167,-83.7921111
KCSM,35.3398392,-99.2004994
KRCR,41.0655475,-86.1817029
KELD,33.2212378,-92.8117489
KINK,31.7798056,-103.2016944
KBVS,48.4705261,-122.4216894
KAGO,33.2274722,-93.217
KZPH,28.228,-82.156
KRID,39.7560833,-84.8426944
KBIH,37.3731111,-118.3636111
KMBO,32.4386667,-90.1031111
KBNL,33.2576678,-81.3882189
KSEM,32.3439467,-86.9878056
KOLS,31.4177222,-110.8478889
KMQB,40.5200833,-90.6523889
KBVX,35.7262222,-91.6474444
KCEC,41.7801667,-124.2365278
KCXU,31.2131667,-84.2352222
KIGM,35.2594781,-113.9380503
KAUM,43.6626389,-92.9329167
KPRX,33.6366111,-95.45075
KHVR,48.5429722,-109.7623333
KABR,45.4467981,-98.4224408
KHMP,33.3899056,-84.3310333
KTMA,31.4295556,-83.4892222
KPCD,37.8686667,-89.8621389
KCRG,30.3362998962,-81.51439666750001
KEMT,34.086102,-118.035004
KDLL,43.52270126,-89.77020264
KMOT,48.2593994140625,-101.27999877929688
KRGK,44.589401,-92.485001
KSXK,42.9858275,-96.1614
KTRX,40.08349991,-93.59059906
KSLG,36.19189835,-94.48999786
KTDW,35.1698989868,-101.825996399
KCNW,31.641129,-97.073335
KCGC,28.867300033569336,-82.57129669189453
KSMS,33.994998931885,-80.361297607422
KRRT,48.94139862,-95.3483963
KMNM,45.126701,-87.638397
KCOI,28.3416004181,-80.6855010986
KEVW,41.27479935,-111.0350037
KONY,33.35089874267578,-98.81919860839844
KTOI,31.860399,-86.012101
KBKX,44.304798,-96.816902
KPPA,35.612998962402,-100.99600219727
KSYM,38.215,-83.587611
KSFF,47.682800292969,-117.32299804688
KRNH,45.14830017,-92.5381012
KVJI,36.687099,-82.033302
KJSO,31.8693008423,-95.2173995972
KMWK,36.45970154,-80.5530014
KHFJ,36.9062,-94.012802
KLNN,41.683998,-81.389702
KNQX,24.57579994,-81.68890381
KHZD,36.08929825,-88.46330261
KPIM,32.8406982422,-84.8824005127
KHSI,40.6053009033,-98.4279022217
KRUE,35.25910187,-93.09329987
KFGX,38.5418014526,-83.74340057370001
KDRI,30.831699,-93.339897
KSJN,34.51860046,-109.3789978
KDGW,42.79719925,-105.3860016
KBLF,37.29579925537109,-81.20770263671875
KLJF,45.09709930419922,-94.5073013305664
KPCZ,44.33330154,-89.01979828
KDVK,37.579409,-84.774347
KLRJ,42.77799988,-96.1937027
KWDG,36.3791999817,-97.7910995483
KMMI,35.39730072,-84.56259918
KASL,32.5205001831,-94.307800293
KIPJ,35.483299,-81.161301
KLOU,38.2280006409,-85.6636962891
KDOV,39.12950134,-75.46600342
KDUX,35.8578987121582,-102.01300048828124
KLPR,41.34429932,-82.17759705
KVTA,40.0247001648,-82.46179962160001
KOJA,35.5448,-98.668503
KMQI,35.91899872,-75.69550323
KENV,40.7187004089,-114.03099823
KDNA,31.881001,-106.705002
KBYI,42.5425987244,-113.772003174
KTHA,35.38010025,-86.24639893
KDCA,38.8521,-77.037697
KALI,27.7409000397,-98.02690124510002
KJVW,32.30329895,-90.40850067
KCVB,29.3418998718,-98.8508987427
KUTA,34.680999755859,-90.346702575684
KGAI,39.1683006287,-77.1660003662
KEGT,37.32360076904297,-97.38829803466795
KJFX,33.90200043,-87.31420135
KCBF,41.2592010498,-95.760597229
KCWC,33.85779953,-98.49040222
KFOD,42.55149841,-94.19259644
KLXV,39.220298767100005,-106.317001343
KCXL,32.6694984436,-115.513000488
KSMO,34.0158,-118.450996
KCMR,35.3022,-112.194
KFAM,37.76110077,-90.4285965
KMPE,32.7994,-89.125999
KIFA,42.4707984924,-93.2699966431
KDCY,38.70040130615234,-87.12969970703125
KSCA,40.241402,-84.150902
KGDB,44.75329971,-95.55599976
KPLR,33.558799743652,-86.249099731445
KSRE,35.27470016479492,-96.6752014160156
KMHV,35.05939865,-118.1520004
KSUO,43.2585,-100.85952
KAXA,43.0778999329,-94.2720031738
KSPG,27.7651,-82.626999
KMIT,35.507401,-119.192002
KDYR,35.99800109863281,-89.40660095214844
KNYL,32.656601,-114.606003
KCZT,28.5221996307,-99.823600769
KMWH,47.20769882,-119.3199997
KHMZ,40.08530045,-78.5121994
KLAW,34.5676994324,-98.4166030884
KCQB,35.72380065917969,-96.82029724121094
KRCE,35.48809814,-97.82360077
KUNU,43.42660141,-88.70320129
KLHZ,36.0233,-78.330299
KMNN,40.6161994934,-83.06349945070001
KPRS,29.634212,-104.361493
KRNC,35.69869995,-85.84380341
KUMP,39.93519974,-86.04499817
KELY,39.29970169,-114.8420029
KTDZ,41.56489944,-83.4822998
KRZR,35.2114972,-84.7997694
KSER,38.923599243164,-85.907402038574
KPRZ,34.14550018310547,-103.41000366210938
KHVS,34.4030990601,-80.11920166019999
KCDS,34.4337997437,-100.288002014
KLNC,32.579200744628906,-96.71900177001952
KHVC,36.85699844360352,-87.4551010131836
KAXV,40.49340057,-84.29889679
KLLQ,33.6385994,-91.75099945
KLUL,31.6725997925,-89.172203064
KMLC,34.882401,-95.783501
KMFV,37.646900177,-75.761100769
KDBN,32.5644,-82.985298
KPVJ,34.71110153,-97.22319794
KLOM,40.1375007629,-75.2650985718
KEZM,32.21419906616211,-83.12799835205078
KUXL,30.13139915,-93.37609863
KELN,47.03300095,-120.5309982
KHSG,43.713602,-108.389687
KOMN,29.300600051879883,-81.11360168457031
KGOK,35.84980011,-97.41560364
KPGR,36.06290054,-90.50779724
KMKV,31.09469985961914,-92.06909942626952
KFFM,46.28440094,-96.15670013
KPPF,37.32989883,-95.5062027
KDUG,31.4689998627,-109.603996277
KVCV,34.597499847399995,-117.383003235
KPIL,26.166200637817383,-97.3459014892578
KLFI,37.082901001,-76.360496521
KVCB,38.376800537109375,-121.96199798583984
KCGZ,32.954899,-111.766998
KELK,35.43080139,-99.39430237
KBGD,35.700901031499995,-101.393997192
KBTA,41.41809844970703,-96.11360168457033
KDUC,34.47090149,-97.9598999
KDVO,38.143600463867,-122.55599975586
KHHF,35.89530182,-100.4039993
KPHG,39.735801696777344,-99.31710052490234
KHRX,34.85779953,-102.3259964
KEAN,42.0555,-104.929001
KBPI,42.58509827,-110.1110001
KOQN,39.990101,-75.581902
KTXW,26.177601,-97.973098
KINJ,32.0835,-97.097198
KBKD,32.71900177,-98.8909988403
KJCT,30.5112991333,-99.7634963989
KATS,32.8525009155,-104.468002319
KSGH,39.840301513672,-83.840202331543
KLRO,32.89780045,-79.78289795
KGUY,36.6851005554,-101.508003235
KPTB,37.183799743652,-77.507400512695
KPMH,38.8404998779,-82.84729766850002
KCDI,39.97499847412109,-81.57759857177734
KSDY,47.706902,-104.193001
KHRJ,35.379398,-78.733002
KIRK,40.09349822998047,-92.5448989868164
KACJ,32.110802,-84.188904
KSTK,40.61529922,-103.2649994
KFPY,30.0693,-83.580597
KRCZ,34.8913,-79.759598
KLMS,33.1461982727,-89.0625
KFXY,43.23469925,-93.62409973
KMER,37.38050079,-120.5680008
KSME,37.0533981323,-84.6158981323
KJKJ,46.83929825,-96.66369629
KRBL,40.1506996155,-122.251998901
KOPL,30.558399,-92.099403
KSNH,35.1703987121582,-88.21589660644531
KFRM,43.643901825,-94.4156036377
KFMN,36.7411994934,-108.230003357
KVHN,31.057800292969,-104.78399658203
KECU,29.9468994140625,-100.17400360107422
KHBI,35.65449905,-79.8946991
KHPY,29.7861003876,-94.9526977539
KDNV,40.19919968,-87.59590149
KGNG,42.91719818,-114.7649994
KOIC,42.566600799561,-75.524101257324
KEDN,31.29969978,-85.89990234
KDMN,32.262298584,-107.721000671
KPEZ,28.954200744628903,-98.5199966430664
KMAN,43.581298828125,-116.52300262451
KHRI,45.828223,-119.259024
KSUZ,34.590599,-92.479401
KDCM,34.78929901123047,-81.19580078125
KMGC,41.7033004761,-86.8211975098
KLVS,35.6542015076,-105.141998291
KSEP,32.215301513672,-98.177696228027
KOEL,39.109901428222656,-100.81600189208984
KBTF,40.8694000244,-111.927001953
KPJC,40.80160141,-80.16069794
KGLD,39.37060165,-101.6989975
KLXN,40.7910003662,-99.7772979736
KBPG,32.212601,-101.522003
KCSV,35.9513015747,-85.08499908450001
KMRJ,42.886799,-90.236198
KEKO,40.82490158081055,-115.79199981689452
KHMT,33.7340011597,-117.023002625
KAZE,31.884700775146484,-82.64739990234375
KDXR,41.3714981079,-73.48220062259999
KLHM,38.90919876098633,-121.35099792480467
KEYE,39.830699920654,-86.294403076172
KOVE,39.487800598145,-121.62200164795
KRYV,43.16960144042969,-88.72319793701172
KAQW,42.695899963378906,-73.17040252685547
KGHG,42.09830093383789,-70.67220306396484
KIWD,46.527500152600005,-90.131401062
KCRX,34.9150009155,-88.6035003662
KBHC,31.71380043029785,-82.393798828125
KAVK,36.77320098876953,-98.6698989868164
KMFI,44.6369018555,-90.1893005371
KIJX,39.774600982666016,-90.23829650878906
KAWO,48.16070175,-122.1589966
KLKR,34.72290039,-80.854599
KCBK,39.42750168,-101.0469971
KAOH,40.706902,-84.026703
KIML,40.50930023,-101.6210022
KHNZ,36.36159897,-78.52919769
KPBG,44.6509017944336,-73.46810150146484
KMEB,34.791901,-79.365799
KDYA,32.46379852294922,-87.9541015625
KSNK,32.690212,-100.948918
KFYM,35.059700012200004,-86.5640029907
KCBE,39.615398407,-78.7609024048
KEWK,38.0582008362,-97.2744979858
KPOC,34.091598510742,-117.78199768066
KTKX,36.2258987427,-90.0365982056
KHEE,34.576571,-90.67616
KPTW,40.239601,-75.556702
KSWW,32.467399597168,-100.46700286865
KEHO,35.25559998,-81.60099792
KEBG,26.4417,-98.1222
KCMY,43.958302,-90.7379
KRPD,45.418999,-91.773499
KDYB,33.0634,-80.279297
KFIT,42.55410003662109,-71.75900268554688
KSBS,40.5163002,-106.8659973
KFET,41.44910049,-96.52020264
KEVM,47.42509842,-92.49849701
KFWB,36.698497,-93.402249
KBMT,30.070635,-94.215746
KIXA,36.32979965,-77.63523102
KAPS,30.087,-90.582602
KJWG,35.86470032,-98.42079926
KLMO,40.1637001,-105.163002
KCKZ,40.389198303222656,-75.29049682617188
KNMM,32.55210114,-88.55560303
KSKF,29.38419914,-98.58110046
KLND,42.8152008057,-108.730003357
KRZL,40.9478988647,-87.1826019287
KGEY,44.51679993,-108.0830002
KHOE,31.05590057373047,-82.77410125732422
KNRN,39.850399017333984,-99.89469909667967
KHAB,34.11759949,-87.99819946
KXBP,33.175301,-97.8284
KPHD,40.470901489258,-81.419700622559
KANY,37.158501,-98.079597
KLNR,43.2117004395,-90.181602478
KOEB,41.9333992,-85.05259705
KRSV,39.01599884033203,-87.6498031616211
KPQN,43.98329925537109,-96.30030059814452
KTFP,27.9130001068,-97.2115020752
KCCY,43.0726013184,-92.6108016968
KSAR,38.1488990784,-89.6986999512
KGGP,40.71120071411133,-86.3749008178711
KINW,35.021900177,-110.722999573
KDRP,35.1200556,-90.8265
KEQA,37.7741012573,-96.8175964355
KPEA,41.40010070800781,-92.9458999633789
KFHR,48.5219993591,-123.024002075
KSDA,40.7515983581543,-95.4136962890625
KMEZ,34.545399,-94.202698
KAKO,40.1755981445,-103.222000122
KARB,42.2229995728,-83.74559783939999
KBCE,37.706401825,-112.144996643
KWJF,34.74110031,-118.2190018
KJES,31.55400085,-81.88249969
KSQI,41.74280167,-89.67630005
KAMG,31.53610038757324,-82.50659942626953
KBTN,45.815200805664,-97.743103027344
KSUW,46.689701080322,-92.094703674316
KRKW,35.9222984314,-84.6896972656
KAEL,43.68149948,-93.36720276
KOZA,30.735300064087,-101.20300292969
KLWA,42.3512,-86.255699
KLNP,36.9874992371,-82.5299987793
KMYJ,39.157501220703125,-91.81829833984376
KPDT,45.695098877,-118.841003418
KPYX,36.412899017333984,-100.7519989013672
KASJ,36.29750061035156,-77.1708984375
KJAU,36.334599,-84.1623
KCEK,40.61790085,-96.92489624
KCNU,37.668800354,-95.4850997925
KITR,39.24250030517578,-102.28500366210938
KGPM,32.69879913330078,-97.0468978881836
KMKS,33.18550109863281,-80.03630065917969
KIOB,38.05810165,-83.979599
KOKK,40.528198242188,-86.05899810791
KPJY,37.97790145874024,-89.3604965209961
KTQK,38.47430038452149,-100.88500213623048
KSYI,35.56010056,-86.44249725
KCKP,42.7317009,-95.55590057
KFMM,40.33359909057617,-103.8040008544922
KARW,32.4122009277,-80.6343994141
KBEA,28.361900329589844,-97.79100036621094
KDEW,47.96659851,-117.427002
KTCY,37.68899917602539,-121.44200134277344
KMLE,41.19599914550781,-96.11199951171876
KRQB,43.7225990295,-85.50409698490002
KDAG,34.85369873,-116.7870026
KGZH,31.4158,-87.043999
KPOY,44.867198944092,-108.79299926758
KEOE,34.30929947,-81.63970184
KEUL,43.64189911,-116.6360016
KLSN,37.06290054,-120.8690033
KTSP,35.134998321533,-118.43900299072
KGYB,30.1693,-96.980003
KWLW,39.51639938,-122.2180023
KSNL,35.357898712158,-96.942802429199
KPLK,36.62590027,-93.22889709
KWVI,36.9356994629,-121.790000916
KFKR,40.273399353027344,-86.56220245361328
KMDS,44.01599884,-97.08589935
KETB,43.4221992493,-88.1278991699
KGUP,35.511100769,-108.789001465
KOLU,41.44800186,-97.34259796
KPMZ,35.80839920043945,-76.7593002319336
KPYM,41.909,-70.728798
KBUU,42.69070053100586,-88.30460357666016
KMKO,35.656502,-95.366699
KEOK,40.4598999023,-91.4284973145
KRWL,41.80559921,-107.1999969
KAFK,40.60689926,-95.86569977
KAPY,26.9687995911,-99.2489013672
KAMN,43.322101593,-84.68800354
KBXA,30.8136997223,-89.8649978638
