ap,lat,lon
KIAB,37.62189865,-97.26820374
KMDH,37.778099060058594,-89.25199890136719
KMBY,39.464393,-92.428365
KVMR,42.76530075,-96.93430328
KDWA,38.57910156,-121.8570023
KLHW,31.889099,-81.562303
KUKL,38.30250168,-95.72499847
KJCA,34.174,-83.560699
KGNC,32.671532,-102.656851
KELZ,42.10950089,-77.98999786
KMBG,45.54650116,-100.4079971
KODX,41.62419891357422,-98.95240020751952
KLAA,38.064852,-102.683201
KROX,48.85599899,-95.6969986
KLUM,44.89229965209961,-91.8678970336914
KVER,38.94670104980469,-92.68270111083984
KAIV,33.106499,-88.1978
KPUJ,33.913306,-84.942083
KGRE,38.8362007141,-89.37840271
KCTB,48.6083984375,-112.375999451
KIWS,29.8181991577,-95.6725997925
KBXK,33.422397,-112.686317
KCOM,31.8411006927,-99.4036026001
KGZS,35.15370178222656,-87.05680084228516
KELA,29.600599288900003,-96.3218994141
KLUD,33.254601,-97.580597
KTNP,34.133901,-115.947347
KBBD,31.1793003082,-99.3238983154
KDEQ,34.047001,-94.399399
KIEN,43.0224990845,-102.511001587
KHSB,37.81129837,-88.5503006
KTBN,37.74160004,-92.14070129
KDEH,43.27550125,-91.73940277
KAXX,36.422000885,-105.290000916
KUKI,39.125999450684,-123.20099639893
KJDD,32.742199,-95.496498
KHBZ,35.5117,-92.013
KPBH,45.70899963378906,-90.40249633789062
KGEZ,39.583199,-85.804802
KJYM,41.92129898071289,-84.58580017089844
KHTH,38.544399,-118.634002
KLUV,32.756302,-101.919997
KLLN,33.5525016784668,-102.37200164794922
KFDW,34.31549835205078,-81.10880279541016
KHEQ,40.56940078735352,-102.27300262451172
KADH,34.805214,-96.671988
KLWV,38.7643013,-87.6054992676
KCFS,43.458801269531,-83.445503234863
KBHK,46.347599,-104.259002
KIBM,41.1880989074707,-103.677001953125
KBNO,43.5918998718,-118.955001831
KMCE,37.28469849,-120.5139999
KSCD,33.17179870605469,-86.30549621582031
KCFD,30.7157001495,-96.3313980103
KSBX,48.5406990051,-111.871002197
KONA,44.07720184,-91.70829773
KRTS,39.6674003601,-119.875999451
KHZE,47.28990173,-101.5810013
KHEG,30.27779960632324,-81.80590057373047
KPUC,39.61389923,-110.7509995
KRQO,35.47269821,-98.00579834
KFZG,31.68370056152344,-83.27050018310547
KPSN,31.779699325562,-95.706298828125
KBYH,35.9642982483,-89.94400024410001
KMOX,45.56600189,-95.96720123
KOXB,38.310398101807,-75.124000549316
KEFT,42.61489868164063,-89.59040069580078
KTTD,45.54940032959,-122.40100097656
KLLR,39.262001037597656,-123.75399780273438
KGZN,32.367348,-99.023642
KPVC,42.0718994141,-70.2213973999
KAQO,30.783700942993,-98.662002563477
KPOF,36.773899078369,-90.324897766113
KCKF,31.98880005,-83.77390289
KCDR,42.837600708,-103.095001221
KFKS,44.62519836425781,-86.20079803466797
KIDI,40.63219833,-79.10549927
KOGA,41.11949921,-101.7699966
KDLO,35.745601654052734,-119.23699951171876
KMVL,44.53459930419999,-72.6139984131
KPVF,38.724201202393,-120.75299835205
KKNB,37.01110076904297,-112.53099822998048
KAUN,38.95479965,-121.0820007
KMIO,36.909199,-94.887497
KAYS,31.2490997314,-82.39550018310001
KICL,40.72180176,-95.02639771
KPDC,43.019298553467,-91.12370300293
KLVN,44.62789916992188,-93.22810363769533
KSAD,32.85480118,-109.6350021
KLNL,46.15399933,-89.21209717
KBKE,44.8372993469,-117.808998108
KFSK,37.7984008789,-94.7694015503
KFRH,38.5061988831,-86.63690185550001
KSVN,32.00999832,-81.14569855
KIRS,41.81330109,-85.43900299
KSTE,44.5452003479,-89.530296325684
KDXE,36.77750015,-89.94120026
KBDE,48.7284011841,-94.612197876
KBTY,36.8610992432,-116.787002563
KTOB,44.01800155639648,-92.8314971923828
KOWA,44.12340164,-93.26059723
KSGS,44.85710144,-93.03289795
KDTA,39.3805999756,-112.508003235
KMGN,45.42559814453125,-84.91339874267578
KADF,34.0998001099,-93.0661010742
KSXU,34.93439865,-104.6429977
KCQX,41.68840026855469,-69.989501953125
KHNR,41.58440017700195,-95.339599609375
KONM,34.022499084472656,-106.90299987792967
KEOS,36.81079864501953,-94.3917007446289
KGGW,48.212502,-106.614998
KMUL,31.141569,-83.703718
KMCD,45.86489868,-84.63729858
KTOR,42.0644989,-104.1529999
KCAO,36.4462013245,-103.166999817
KMNZ,31.6658992767334,-98.14859771728516
KPVE,35.65639877319336,-88.19539642333984
KOTG,43.65510177612305,-95.5792007446289
KTGC,35.932498931884766,-88.8488998413086
KSAZ,46.38090133666992,-94.80660247802734
KHVE,38.4179992676,-110.70400238
KPRN,31.84569931,-86.61070251
KEBA,34.095199585,-82.81590271
KFIG,41.04859924316406,-78.41310119628906
KUBS,33.4654006958,-88.3803024292
KFMH,41.657899,-70.52163
KEKN,38.88940048,-79.85710144
KLKU,38.00979996,-77.9701004
KHAF,37.5134010315,-122.500999451
KHEI,46.01490020751953,-102.65599822998048
KRPX,46.475095,-108.541497
KBFE,33.173099517822266,-102.19300079345705
KDWX,41.038299560547,-107.49700164795
KMLS,46.428001403808594,-105.88600158691406
KBVI,40.7724990845,-80.39140319820001
KSCX,36.45560073852539,-84.58570098876953
KSZY,35.20289993286133,-88.49839782714844
KOGM,46.84550095,-89.36710358
KOMK,48.4644012451,-119.517997742
KRIU,38.48680114746094,-121.10299682617188
KDNS,41.9864006,-95.38069916
KMLF,38.42660141,-113.012001
KDUJ,41.17829895,-78.8986969
KOZS,37.974024,-92.691254
KFBR,41.3918991089,-110.406997681
KCPC,34.27289963,-78.71499634
KCVH,36.8932991028,-121.410003662
KISQ,45.97460175,-86.17179871
KTCS,33.2369,-107.272003
KSLB,42.5973014832,-95.2406997681
KULS,37.60400009,-101.3740005
KHDE,40.452099,-99.336502
KMYZ,39.85530090332031,-96.63059997558594
KWRL,43.965698,-107.950996
KHZY,41.778,-80.695503
KBBW,41.4365005493,-99.6421966553
KADW,38.810799,-76.866997
KMWC,43.110401,-88.034401
KBIE,40.3013000488,-96.75409698490002
KCKC,47.8382987976,-90.3828964233
KJQD,37.458302,-86.849998
KRCV,37.71360016,-106.3539963
KOXD,39.50230026,-84.78440094
KHCD,44.85990143,-94.38249969
KONL,42.469898,-98.688103
KRCM,38.78419876098633,-93.80290222167967
KLKV,42.1610984802,-120.399002075
KBWP,46.2440986633,-96.6073989868
KPSX,28.727500915527,-96.250999450684
KGWR,46.21870040893555,-97.64320373535156
KOKM,35.668098449707,-95.948699951172
KFLV,39.3683013916,-94.9147033691
KKLS,46.11800003049999,-122.898002625
KHWY,38.58629989624024,-77.71060180664062
KHIE,44.367637,-71.544502
KOLZ,42.68080139160156,-91.97450256347656
KVES,40.20439910888672,-84.53189849853516
KEZZ,39.7276001,-94.27639771
KVLL,42.54290009,-83.17790222
KCOF,28.2348995209,-80.6100997925
KTMK,45.4182014465,-123.814002991
KFNB,40.078800201416016,-95.59200286865234
KJSY,45.3596000671,-117.253997803
KGCM,36.292701721191406,-95.47959899902344
KAIB,38.238800048828,-108.56300354004
KTIF,41.96220016,-100.5690002
KFYE,35.207698822021484,-89.39450073242188
KERY,46.31119918823242,-85.4572982788086
KSYF,39.76110077,-101.7959976
KHWV,40.8218994141,-72.86940002440001
KELO,47.82450104,-91.83070374
KSJX,45.69229888916016,-85.56659698486328
KIGQ,41.5349006652832,-87.52950286865234
KANQ,41.639702,-85.083504
KVVS,39.95920181,-79.65709686
KFLX,39.4990997314,-118.749000549
KXLL,40.570105,-75.486763
KLSB,32.3334999084,-108.692001343
KHQG,37.1631012,-101.3710022
KCRT,33.1782989502,-91.8802032471
KDVL,48.11420059,-98.90879822
KFOT,40.55390167,-124.1330032
KRNP,42.993000030518,-84.138900756836
KBFR,38.84000015,-86.44539642
KEPH,47.30759811,-119.5159988
KLZZ,31.106199264526367,-98.1958999633789
KHHG,40.85290145874024,-85.45709991455078
KRAS,27.8118,-97.088799
KPMV,40.95019913,-95.91790009
KMPR,38.35240173,-97.69129944
KTCC,35.182800293,-103.602996826
KTVF,48.06570053,-96.18499756
KVKS,32.23929977417,-90.928398132324
KHST,25.48859978,-80.38359833
KBRG,34.645198,-106.834
KSHL,43.208401,-95.833396
KGHW,45.64390182495117,-95.32039642333984
KGAS,38.83409881591797,-82.16339874267578
KENL,38.5150985718,-89.0911026001
KMLT,45.64780044555664,-68.68560028076172
KWST,41.3496017456,-71.8033981323
KTQE,41.76350021362305,-96.17790222167967
KCAD,44.275749,-85.421534
KETN,32.4135017395,-98.8097991943
KAAS,37.35829925537109,-85.30940246582031
KFOA,38.66490173339844,-88.4530029296875
KCLK,35.53829956,-98.93270111
KDUB,43.5483016968,-109.690002441
KEFW,42.0102005,-94.34259796
KBAM,40.598999023400005,-116.874000549
KSVE,40.375701904297,-120.57299804688
KJFZ,37.063702,-81.798302
KIIY,33.77939987,-82.81580353
KGNB,40.08969879150391,-105.91699981689452
KJAQ,38.3768005371,-120.793998718
KMAO,34.18119812011719,-79.33470153808594
KAHH,45.2811012268,-92.3753967285
KMXO,42.22040176,-91.16329956
KBYL,36.7949981689,-84.1995010376
KTYL,34.45280075,-110.1149979
KGNF,33.83250045776367,-89.79820251464844
KFVE,47.2854995728,-68.31279754639999
KFFX,43.43930054,-85.99490356
KGGI,41.70920181274414,-92.73490142822266
KHYX,43.4333992,-83.86229706
KVNW,40.86470031738281,-84.6093978881836
KAJZ,38.786399841308594,-108.06400299072266
KCZD,40.86909866,-100.0039978
KDDH,42.8913002,-73.24639893
KHTF,42.382139,-77.68211
KTAN,41.8744010925293,-71.0166015625
KPYP,34.089977,-85.610069
KRDK,41.01050186,-95.25990295
KFRI,39.053021,-96.764202
KBWW,46.1655193,-103.30075
KXVG,46.9902,-94.204002
KAXQ,41.22579956054688,-79.44100189208984
KMCF,27.84930038,-82.52120209
KIIB,42.45360184,-91.94760132
KEMM,41.82410049439999,-110.556999207
KOLE,42.24119949,-78.37139893
KTVK,40.68389893,-92.90100098
KCEV,39.6985015869,-85.129699707
KIDL,33.485699,-90.678902
KSHN,47.233600616455,-123.14800262451
KLPC,34.665599823,-120.468002319
KOXV,41.29890060424805,-93.11380004882812
KADC,46.45029830932617,-95.21099853515624
KCCA,35.597801208496094,-92.45159912109376
KBQP,32.75510025,-91.88189697
KAXS,34.697952,-99.3385
KMAW,36.6006012,-89.99220276
KPNT,40.924255,-88.62447
KGOO,39.223998,-121.002997
KPRO,41.82799911,-94.15989685
KCVK,36.26490021,-91.56259918
KCQA,40.48410034179688,-84.56009674072266
KUDG,34.449401,-79.890098
KFUL,33.8720016479,-117.980003357
KZER,40.70650101,-76.37310028
KSWT,40.86470032,-97.10919952
KTEW,42.56579971,-84.42320251
KJSV,35.4382019,-94.80280304
KCUH,35.950496,-96.772371
KRZN,45.82270050048828,-92.37249755859376
KHAE,39.72449875,-91.4437027
KSCR,35.7043,-79.504204
KFKN,36.698101,-76.903801
KHLB,39.3445014954,-85.25830078119999
KTVY,40.61230087,-112.3509979
KECS,43.885399,-104.318001
KETC,35.93709945678711,-77.54660034179686
KIZG,43.9911003113,-70.9478988647
KCKI,33.71720123291016,-79.85700225830078
KJAS,30.8857,-94.034897
KCGE,38.53929901,-76.03040314
KSYV,31.558500289917,-83.895698547363
KLWL,41.117099762,-114.92199707
KGXF,32.887501,-112.720001
KRYW,30.4986,-97.969498
KSLO,38.64289855957,-88.964202880859
KOWI,38.538700103759766,-95.25299835205078
KPRG,39.70019912719727,-87.66960144042969
KLIU,33.923901,-102.387001
KRQE,35.652099609375,-109.06700134277344
KNIP,30.2358,-81.680603
KLVJ,29.521299362182617,-95.24210357666016
KAPV,34.575298309299995,-117.185997009
KACP,30.75029945373535,-92.68830108642578
KGHM,35.8373985291,-87.44539642330001
KFVX,37.35749817,-78.43779755
KBWC,32.99290085,-115.5169983
KRYN,32.1422004699707,-111.1750030517578
KJYG,43.98630142211914,-94.55789947509766
KLNA,26.59300041,-80.08509827
KBKT,37.0741996765,-77.9574966431
KUCP,41.02529907,-80.41339874
KAQX,32.995098,-81.270203
KHUL,46.1231002808,-67.792098999
KCHK,35.09740067,-97.96769714
KJHN,37.583039,-101.733002
KHCO,48.75270080566406,-96.94300079345705
KTLR,36.15629959,-119.3259964
KDFI,41.3375015259,-84.4288024902
KHHW,34.03480148,-95.54190063
KRVN,36.45759963989258,-82.88500213623047
KPHK,26.78499985,-80.69339752
KMRT,40.224700927734375,-83.35160064697266
KFBL,44.32844,-93.312534
KLCG,42.24190139770508,-96.9813995361328
KBXG,33.04130172729492,-82.00270080566406
KUBX,38.06880187988281,-91.42890167236328
KOLF,48.0945014954,-105.574996948
KEVY,39.520401,-75.720398
KLOL,40.0663986206,-118.565002441
KCLW,27.9766998291,-82.7586975098
KSQL,37.511901855469,-122.25
KWLD,37.168598,-97.037598
KBNW,42.0495986938,-93.8476028442
KHZR,30.71829987,-91.47869873
KOSC,44.451599,-83.394096
KBIJ,31.397499084472656,-84.8947982788086
KKIC,36.2280006409,-121.122001648
KSOA,30.585699081421,-100.6490020752
KVLA,38.991500854492,-89.166198730469
KXSA,37.8596,-76.894096
KRPJ,41.8930015564,-89.0783004761
KORE,42.570098877,-72.2885971069
KCHT,39.78219985961914,-93.49569702148436
KOWP,36.1753006,-96.15180206
KSPB,45.77099990844727,-122.86199951171876
KLLU,37.48949813842773,-94.3115005493164
KGVE,38.15599823,-78.165802002
KCQM,47.8218994140625,-92.68939971923828
KRFI,32.141700744628906,-94.85169982910156
KMEJ,37.27690124511719,-100.3560028076172
KAUH,40.89410019,-97.99459839
KBAC,46.94100189,-98.01760101
KEZI,41.2052001953125,-89.96389770507811
KDXX,44.98619842529297,-96.17769622802734
KRCP,39.346592,-99.304649
KUBE,45.50600051879883,-91.9811019897461
KMHP,32.3739013671875,-82.0792007446289
KRVL,40.6773986816,-77.6268005371
KFGU,35.044315,-85.020146
KPVB,42.68939972,-90.44439697
KLYO,38.34280014,-98.22689819
KGUS,40.6481018066,-86.1520996094
KIWH,40.762001037597656,-85.79879760742188
KHYW,33.82849884,-79.12220001
KRXE,43.8339,-111.805002
KCNK,39.5493011475,-97.6522979736
KLSK,42.7537994385,-104.404998779
KJXI,32.699001,-94.948898
KORB,48.015899658203125,-92.8561019897461
KTTS,28.615,-80.694504
KEST,43.40739822,-94.74639893
KRLD,46.30559921264648,-119.3040008544922
KGNT,35.167301178,-107.902000427
KJKL,37.59389877319336,-83.31729888916016
KHBR,34.991317,-99.051313
KNVD,37.85210037231445,-94.30490112304688
KEZS,44.7869987487793,-88.55899810791016
KLUX,34.50709915161133,-81.94719696044922
KGUR,42.259601593,-104.727996826
KUYF,39.93270111,-83.46199799
KAFP,35.020599,-80.077103
KMVM,44.70309829711914,-67.47859954833984
KORS,48.7081985474,-122.910003662
KSLH,45.65370178,-84.51930237
KCII,47.82830047607422,-112.16799926757812
KFOZ,47.78279876708984,-93.65019989013672
KPZQ,45.40710067749024,-83.81289672851561
KLKP,44.2644996643,-73.96189880370001
KEVU,40.35250092,-94.91500092
KIZA,34.60680008,-120.0759964
KBDU,40.0393981934,-105.225997925
KCWV,32.195098876953125,-81.86959838867188
KGDW,43.9706001282,-84.47499847410002
KMNI,33.587100982666016,-80.20870208740234
KOYM,41.412498474121,-78.502601623535
KRBE,42.56969833374024,-99.56839752197266
KUWL,39.8759,-85.3265
KRKR,35.02159881591797,-94.62129974365234
KDKX,35.96390151977539,-83.8739013671875
KOVS,43.16019821,-90.67549896
KHSR,43.36819839,-103.3880005
KJYL,32.645301818847656,-81.59709930419922
KHRU,38.69469833374024,-96.80799865722656
KHTO,40.95959854,-72.25180054
KSPH,32.9833984375,-93.4092025756836
KTWT,37.54079818725586,-87.95179748535156
KLDJ,40.617401123,-74.2445983887
KCHN,27.51490020752,-81.880500793457
KUUV,38.23350143432617,-91.16429901123048
KRVJ,32.05899810791016,-82.15170288085938
KEHA,37.000702,-101.879997
KAZC,36.95989990234375,-113.01399993896484
KIJD,41.74399948120117,-72.1802978515625
KMZJ,32.5106010437,-111.32800293
KMQW,32.09579849243164,-82.87999725341797
KOAR,36.68190002,-121.762001
KFWQ,40.20970153808594,-79.8313980102539
KPMD,34.629398,-118.084999
KNGU,36.937599,-76.289299
KOLY,38.7218017578125,-88.17639923095703
KMNF,36.992801666259766,-91.7145004272461
KGCD,44.40420151,-118.9629974
KTIP,40.29359818,-88.14240265
KPLD,40.45080185,-84.99009705
KCBG,45.557498931884766,-93.26419830322266
KCUL,38.089500427246094,-88.12310028076172
KLIC,39.2747993469,-103.666000366
KEED,34.7663002014,-114.623001099
KLSF,32.337299346900004,-84.9913024902
KZEF,36.27999877929688,-80.78610229492188
KSCB,41.610298156738,-96.629898071289
KCCB,34.1115989685,-117.68800354
KIYK,35.65879822,-117.8300018
KWAL,37.9402008057,-75.4664001465
KPPQ,39.63890075683594,-90.77839660644533
KSFY,42.04579925537109,-90.10790252685548
KONZ,42.099098205566406,-83.1614990234375
KLHB,30.87179946899414,-96.62220001220705
KSIV,39.114700317383,-87.448303222656
KFOM,38.95830154,-112.362999
KDGL,31.3425998688,-109.505996704
KEKQ,36.85530090332031,-84.8561019897461
KAKH,35.202598,-81.149902
KMKA,44.52519989013672,-98.95809936523438
KBCK,44.25070190429688,-90.85530090332033
KFLY,38.9458007812,-104.569999695
KADT,39.840099,-101.042
KNFW,32.769199,-97.441498
KLEM,45.9187011719,-102.106002808
KCQW,34.71289825,-79.95700073
KFSW,40.659113,-91.327763
KAIT,46.54840087890625,-93.6768035888672
KOWX,41.03559875,-83.98200226
KSKI,42.37910079956055,-94.97969818115234
KBUB,41.7766990662,-99.14969635010002
KFME,39.08539962769999,-76.7593994141
KFZI,41.19079971,-83.39450073
KCLI,44.6138000488,-88.731300354
KHPT,42.7237014771,-93.2263031006
KBST,44.409400939941406,-69.01190185546875
KIKW,43.663054,-84.258606
KAIG,45.15420150756836,-89.11070251464844
KAJG,38.60649872,-87.72669983
KPOV,41.210201,-81.251602
KPMB,48.9425010681,-97.2407989502
KCYO,39.51599884,-82.98210144
KNKX,32.86840057,-117.1429977
KFDR,34.35200119,-98.98390198
KHLX,36.7661018371582,-80.82360076904297
KNPA,30.352699,-87.318604
KACZ,34.717899322509766,-78.00360107421875
KMJQ,43.650001525878906,-94.98650360107422
KAPT,35.060699,-85.585297
KTSO,40.56190109,-81.07749939
KPCM,28.00020027,-82.16419983
KPWD,48.790298461914,-104.53399658203
KEBD,37.6818,-82.1221
KJGG,37.239200592041016,-76.71610260009766
KEFC,44.73419952,-103.8619995
KBIF,31.84950066,-106.3799973
KTQH,35.92890167,-95.00450134
KAWG,41.276100158691406,-91.67340087890624
KMXA,35.894402,-90.154602
KEIK,40.010200500488,-105.047996521
KFFO,39.8260993958,-84.0483016968
KNBC,32.4774017334,-80.723197937
KBDQ,35.1362,-92.713501
KJMR,45.886101,-93.271796
KPTD,44.67670059,-74.9484024
KLAM,35.8797988892,-106.268997192
KGZL,35.289101,-95.093903
KVBG,34.737301,-120.584
KMCZ,35.86220169067383,-77.1781997680664
KOVO,39.04560089,-85.6053009
KFWC,38.37860107421875,-88.4126968383789
KGTB,44.05559921,-75.71949768
KRRL,45.1988983154,-89.7128982544
KAAT,41.48300171,-120.5650024
KDAW,43.28409957885742,-70.9292984008789
KLLJ,44.522999,-114.218002
KHXF,43.34930038,-88.39109802
KMPI,37.5108985901,-120.040000916
KFKA,43.67679977,-92.17970276
KXNI,35.060675,-108.9376
KHTL,44.359798,-84.671095
KEPM,44.910099029541016,-67.01270294189453
KTAZ,39.53419876098633,-89.32779693603516
KCFT,32.957039,-109.211397
KBUM,38.2897987366,-94.3401031494
KLYV,43.621200561523,-96.215797424316
KCNB,44.72949982,-96.26599884
KPOB,35.1708984375,-79.014503479004
KMGE,33.91540146,-84.51629639
KNBG,29.82530022,-90.03500366
KGSB,35.33940125,-77.96060181
KWRI,40.0155983,-74.59169769
KFTK,37.9071006775,-85.9720993042
KSLI,33.79000092,-118.052002
KNFG,33.30130005,-117.3550034
KVOK,43.938999176025,-90.253402709961
KCYW,39.3871,-97.157204
KCKN,47.8417015076,-96.62159729
KFCH,36.732399,-119.82
KFTG,39.784194,-104.537639
KTWM,47.04919815,-91.74510193
KBNG,33.922548,-116.850672
KMKN,31.91679955,-98.60030365
KBKN,36.74509811,-97.34960175
KRPB,39.817901611328125,-97.65959930419922
KLSV,36.2361984253,-115.033996582
KISN,48.177898,-103.641998
KAJO,33.897701263427734,-117.60199737548828
KMVI,37.52730178833008,-106.0479965209961
KGYL,44.75600051879883,-94.0811996459961
KHIG,39.07289886,-93.67749786
KEOP,39.166900634765625,-82.9281997680664
KUUU,41.532398,-71.281502
KMZH,46.41880035400391,-92.80470275878906
KTPF,27.915599822998,-82.44930267334
KVAY,39.9429016113,-74.845703125
KNTU,36.820702,-76.033501
KMPZ,40.94660187,-91.51110077
KLRY,38.61100006103515,-94.34210205078124
KNLC,36.33300018,-119.9520035
KTEL,38.0177002,-86.69090271
KRSL,38.872100830078,-98.811798095703
KNHK,38.285999,-76.411797
KAHQ,41.2412986755,-96.59400177
KMPJ,35.138901,-92.909202
KEBS,42.43659973,-93.86889648
KGRF,47.07920074,-122.5810013
KGOP,31.421301,-97.796996
KFSU,34.4833984375,-104.217002869
KIWI,43.9613990784,-69.712600708
KAVX,33.4049,-118.416
KRWN,41.09230041503906,-86.61289978027344
KBAD,32.5018005371,-93.6626968384
KIGX,35.935001,-79.065902
KRHV,37.332901001,-121.819000244
KVAD,30.9678001404,-83.1930007935
KOOA,41.2262001,-92.49389648
KOKS,41.401001,-102.355003
KMAL,44.85369873046875,-74.32890319824219
KPAM,30.0695991516,-85.57540130619999
KLZD,41.81969833374024,-71.9010009765625
KPNN,45.200698852539,-67.564399719238
KPSB,40.884399414062,-78.087303161621
KRFG,28.2936,-97.322998
KTNT,25.861799240112,-80.897003173828
KWEA,32.7462997437,-97.6824035645
KAOC,43.6035,-113.334
KNTD,34.120300293,-119.121002197
KEDU,38.53150177001953,-121.78600311279295
KNZY,32.69919968,-117.2149963
KFWN,41.20019912719727,-74.62300109863281
KREI,34.08530044555664,-117.14600372314452
KTHM,47.573501586914,-115.28099822998
KHLC,39.37879944,-99.83149719
KCPU,38.14609909057617,-120.64800262451172
KFRR,38.9174995422,-78.25350189210002
KWHP,34.2593002319,-118.413002014
KRND,29.52969933,-98.27890015
KNSI,33.23979949951172,-119.45800018310548
KNUC,33.02270126,-118.5879974
KEDW,34.905399,-117.884003
KMMK,41.50870132446289,-72.82949829101561
KCZG,42.078499,-76.096296
KBID,41.1680984497,-71.577796936
KORC,42.990299,-96.062798
KSWI,33.62419891357422,-96.58609771728516
KVBW,38.366699,-78.960297
